phone_normalized,Contractor Name,Phone,Domain,City,State,OEM Sources,OEM Count,ICP Fit Score,ICP Tier,Resimercial Score,O&M Score,Multi-OEM Score,MEP+R Score,is_multi_oem,oem_count_verified,state_count,is_multi_state,multi_state_bonus
2104941691,"PRIMO PLUMBING, INC.",(210) 494-1691,primoplumbinginc.com,san antonio,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2105093009,ELECTRIC UNLIMITED,(210) 509-3009,,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2105484151,"SOJI POWER SOLUTIONS, LLC",(210) 548-4151,sojipowersolutions.com,san antonio,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2105847567,NOAHS ARC ELECTRIC,(210) 584-7567,,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2105961140,R&D CUSTOM BUILDERS LLC,(210) 596-1140,rdbuilders.org,la vernia,TX,Generac,1,23.0,BRONZE,0.0,40.0,25,25.0,False,1,1,False,0
2106095909,5G ELECTRIC LLC,(210) 609-5909,,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2106473138,ABSOLUTE PWR ELECTRIC CONTRACTORS,(210) 647-3138,absolute-pwr.com,san antonio,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2106679657,"MURRAY AIR CONDITIONING, INC.",(210) 667-9657,murray-ac.com,la vernia,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2106779818,210 ELECTRICAL LLC,(210) 677-9818,,san antonio,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2107010192,HUNTER SERVICE GROUP,(210) 701-0192,hunterservicegroup.com,san antonio,TX,Generac,1,33.0,BRONZE,40.0,40.0,25,0.0,False,1,1,False,0
2107083954,ESQUIVEL ELECTRICAL & LIGHTING LLC,(210) 708-3954,esquivelelectric.com,espada bnd san antonio,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2107100518,TRAVIS ELECTRIC COMPANY,(210) 710-0518,,an antonio,TX,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2107450282,"SOLARATOR ELECTRIC, LLC",(210) 745-0282,generatorssouthtexas.com,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2107574541,I.S.I. AUTOMATION INT'L INC,(210) 757-4541,,san antonio,TX,Generac,1,23.0,BRONZE,0.0,40.0,25,25.0,False,1,1,False,0
2107895368,SYNERGY STANDBY SOLUTIONS LLC,(210) 789-5368,synergystandby.com,san antonio,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2107960926,THE PROBLEM SOLVERS LLC,(210) 796-0926,txproblemsolvers.com,university oak san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2108570899,"CITYWIDE ELECTRIC, LLC",(210) 857-0899,citywideelectric.net,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2108578453,BLACKMON ELECTRIC LLC,(210) 857-8453,,y san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2108629189,BLACKBELT COMPANY,(210) 862-9189,,w ansley san antonio,TX,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2108674735,"ALAMO LIGHTING & ELECTRIC, INC.",(210) 867-4735,alamolightingelectric.com,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2108889506,CHAMPION AC LLC,(210) 888-9506,championac.com,university oak san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2108976527,ENGEL ELECTRIC,(210) 897-6527,,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2109092152,PABLO CONSTRUCTION & SERVICES LLC,(210) 909-2152,,adkins,TX,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2109243434,POWER SOURCE ELECTRIC,(210) 924-3434,powersourcetx.com,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2109341314,"CURRENT POWER TECH- HOUSTON, LLC",(210) 934-1314,currentpowertechnologies.com,on,TX,Generac,1,25.0,BRONZE,40.0,20.0,25,0.0,False,1,1,False,0
2109850150,GENERATOR SUPER CENTER-SAN ANTONIO,(210) 985-0150,generatorsupercenter.com,san antonio,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2109973023,SOUTHTEX PROPANE,(210) 997-3023,southtexpropane.net,w la vernia,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2142074227,"SIBLEY CONSTRUCTION, INC.",(214) 207-4227,sibleydallas.com,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2142321424,HOFFMAN REFRIGERATION & A/C,(214) 232-1424,,reet irving,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2142335159,GUARDIAN HOME GENERATORS LLC,(214) 233-5159,guardianhomegenerators.com,grapevine,TX,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2142520692,MARTIN & MARTIN DESIGN ELECTRIC LLC,(214) 252-0692,,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2142586898,"IDEAL ELECTRIC SUPPLY, LLC",(214) 258-6898,,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2142849700,ON POINT ELECTRIC INC.,(214) 284-9700,onpointelectrictx.com,argyle,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2143196900,"ZUBRAS ELECTRIC, INC.",(214) 319-6900,zubraselectric.com,ive dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2143248811,BAKER BROTHERS PLUMB AIR & ELEC LLC,(214) 324-8811,bakerbrothersplumbing.com,mesquite,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2143288797,"SMITH ELECTRIC & SIGNS, LLC",(214) 328-8797,smithelectricsigns.com,garland,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2143411448,THE O'BRIEN GROUP INC.,(214) 341-1448,obriengroupinc.com,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2143877878,RESILIENT POWER,(214) 387-7878,friscoelectric.com,frisco,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2143910040,EXCELL ELECTRIC,(214) 391-0040,excellelectric.com,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2144025454,"TRIBECA PLUMBING, INC.",(214) 402-5454,tribecaplumbinginc.com,dallas,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2144444379,BRIGHT LIGHT ELECT CONTRACTOR LLC,(214) 444-4379,brightlightec.com,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2144489812,ELMER'S HOME SERVICES LLC,(214) 448-9812,elmershomeservices.com,hwy grapevine,TX,Generac,1,29.0,BRONZE,0.0,60.0,25,0.0,False,1,1,False,0
2145519484,TREMMEL ELECTRIC,(214) 551-9484,tremmelelectric.com,ano,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2146127292,PUBLIC SVC PLUMBERS & A/C LLC,(214) 612-7292,publicserviceplumbers.com,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2146131000,ADIS ELECTRIC LLC,(214) 613-1000,,ano,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2146314820,"CSG COMPANIES, LLC",(214) 631-4820,wadeelect.com,seagoville,TX,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2146685616,"THE GALL GROUP, INC.",(214) 668-5616,,ano,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2146795458,ELECTRIC DISTRIBUTION & DESIGN SYST,(214) 679-5458,,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2146798287,HOME DESIGN AND RENOVATIONS,(214) 679-8287,,n edgewood terrace fort worth,TX,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2146813515,"ALLIANCE ELECTRICAL SERVICES, LLC",(214) 681-3515,,mesquite,TX,Generac,1,23.0,BRONZE,0.0,40.0,25,25.0,False,1,1,False,0
2146814761,MIDWAY ELECTRICAL GROUP LLC,(214) 681-4761,midwayelectricalgroup.com,dallas,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2147254109,TEXAGEN LLC,(214) 725-4109,texagen.com,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2147767066,"PRIMETIME ELECTRICAL CONTRACTORS, LLC",(214) 776-7066,myprimetimeelectrical.com,allen,TX,Generac,1,10.0,BRONZE,0.0,0.0,25,50.0,False,1,1,False,0
2148037207,R SQUARED ELECTRIC LLC,(214) 803-7207,rsquaredelectric.com,dallas,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2148387157,ALTERNATIVE HOME ENERGY/MAINT LLC,(214) 838-7157,althomeenergy.com,son,TX,Generac,1,23.0,BRONZE,0.0,40.0,25,25.0,False,1,1,False,0
2148848227,G. O. ELECTRICAL LLC,(214) 884-8227,goelectricalllc.com,,TX,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2148849407,"TEXAS IND INFRASTRUCTURE SRVCS, LLC",(214) 884-9407,texasiis.com,w grapevine mills cir grapevine,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2149081129,PREMIER POWER AND LIGHTING LLC,(214) 908-1129,,paige bend hutto,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2149081605,LUX ELECTRIC LLC,(214) 908-1605,,fort worth,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2149450790,TRUSERV ENERGY SOLUTIONS,(214) 945-0790,truservenergy.com,plano,TX,Generac,1,10.0,BRONZE,0.0,0.0,25,50.0,False,1,1,False,0
2149452525,PREMIER GENERATORS OF TEXAS LLC,(214) 945-2525,premiergeneratorstx.com,ano,TX,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2149565820,"TEXADIA HOME TECHNOLOGIES, LLC",(214) 956-5820,texadiasystems.com,addison,TX,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2152363663,AM ELECTRIC INC,(215) 236-3663,amelectricservice.com,philadelphia,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2152566276,"HI-TECH ELECTRIC, LLC",(215) 256-6276,,unit b lansdale,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2153575530,ELISIO ELECTRIC INC.,(215) 357-5530,elisioelec.com,own,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2153645686,HIGHTOWER ELECTRIC,(215) 364-5686,hightowerelectrical.com,ive holland,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2153661336,GREENHAWK SERVICES LLC,(215) 366-1336,greenhawkservices.com,rtown,PA,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2153681815,"WILLIAMSON ELECTRIC, INC.",(215) 368-1815,williamsonelectric.com,lansdale,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2154439777,RENK ELECTRIC INC,(215) 443-9777,renkelectric.com,er,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2155474566,DAYTON & SONS ELECTRIC LLC,(215) 547-4566,daytonandsonselectric.com,levittown,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2155477010,SCARBOROUGH ELECTRIC,(215) 547-7010,scarboroughelectric.com,croydon,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2156519920,DIVERSIFIED ELECTRIC LLC,(215) 651-9920,diversifiedelectricllc.com,green lane,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2156750152,POWELL'S ELECTRIC SERVICE INC,(215) 675-0152,powellselectric.com,hatboro,PA,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2156813610,POLE AND LINE INC,(215) 681-3610,,springfield,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2156948459,QUANTUM TECHNOLOGY,(215) 694-8459,quantumtechnology.net,bala cynwyd,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2157211786,"R. HUBER ELECTRIC, LLC",(215) 721-1786,,,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2157222988,"BRANDON ELECTRIC, INC.",(215) 722-2988,brandonelectricpa.com,southampton,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2157235018,TRINITY GENERATORS & ELECTRICAL INC,(215) 723-5018,,,PA,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2157832353,MURRAY BROTHERS ELECTRIC INC,(215) 783-2353,murraybrotherselectric.com,erville,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2158175030,TRIANGLE ELECTRIC DESIGN & CONSTRUC,(215) 817-5030,tripointelectric.com,rtown,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2158396076,A-PRO ELECTRIC INC.,(215) 839-6076,aproelectricinc.com,perkasie,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2158525332,MNS ELECTRIC & GENERATORS LLC,(215) 852-5332,,hickory ridge chalfont,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2158722004,CG WIRING LLC,(215) 872-2004,,glenside,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2159434400,"ARMOUR & SONS ELECTRIC, INC.",(215) 943-4400,armourandsons.com,langhorne,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2159494626,LACARRUBBA ELECTRIC INC,(215) 949-4626,lacarrubbaelectric.com,fairless hills,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2159560988,"BRUDER ELECTRIC, INC.",(215) 956-0988,,own,PA,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2159571188,TRAIL ELECTRICAL SERVICE INC,(215) 957-1188,trailelectric.net,er,PA,Generac,1,23.0,BRONZE,0.0,40.0,25,25.0,False,1,1,False,0
2159687477,HARRIS COMFORT,(215) 968-7477,,newtown,PA,Generac,1,33.0,BRONZE,40.0,40.0,25,0.0,False,1,1,False,0
2388215277,XL ELECTRIC SERVICES INC,(238) 821-5277,xlelectricservices.com,es,FL,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2392274904,MY AV-TECH LLC,(239) 227-4904,myav-tech.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2392372915,"VP GAS COMPANY, LLC.",(239) 237-2915,vpgasfl.com,fort myers,FL,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2392387568,"ONE SOURCE ELECTRIC OF SWFL, LLC",(239) 238-7568,onesourceelectricofswfl.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2392437329,PLUG IN SERVICES LLC,(239) 243-7329,,es,FL,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2392448640,FRANCO'S ELECTRIC LLC,(239) 244-8640,francoselectric.com,ero,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2392501539,BLACK DIAMOND DESIGN AND DELIVERED,(239) 250-1539,blackdiamondnd.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2392598215,SOUTH FL ELECTRIC CONNECTION INC,(239) 259-8215,southflelectric.com,marco island,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2392624420,DAN HOUSE ELECTRIC,(239) 262-4420,,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2392754502,BO'S ELECTRIC & GAS,(239) 275-4502,boselectric.com,fort myers,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2392808736,VOLTS ELECTRICAL SERVICES LLC,(239) 280-8736,volts-electric.com,bonita springs,FL,Generac,1,23.0,BRONZE,0.0,40.0,25,25.0,False,1,1,False,0
2392882911,HOME WORKS NOW LLC,(239) 288-2911,generac.homeworksnow.com,es,FL,Generac,1,33.0,BRONZE,40.0,40.0,25,0.0,False,1,1,False,0
2392891315,JVA ELECTRIC INC.,(239) 289-1315,,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2392896850,GULF COAST ELECTRICAL SERVICES LLC,(239) 289-6850,gces.biz,es,FL,Generac,1,23.0,BRONZE,0.0,40.0,25,25.0,False,1,1,False,0
2392901057,GEN SERVICE,(239) 290-1057,,es,FL,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2393304171,"MONROY ELECTRIC, LLC",(239) 330-4171,monroyec.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2393447925,INTEGRITY ELECTRICAL SERVICES INC,(239) 344-7925,,fort myers,FL,Generac,1,23.0,BRONZE,0.0,40.0,25,25.0,False,1,1,False,0
2393483719,CV ELECTRIC LLC,(239) 348-3719,cv-electric.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2393516739,HOHM ELECTRIC LLC,(239) 351-6739,,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2393533700,FORBIS LLC,(239) 353-3700,forbisllc.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2393760287,"RACK ELECTRIC, LLC",(239) 376-0287,rackelectric.com,es,FL,Generac,1,25.0,BRONZE,40.0,20.0,25,0.0,False,1,1,False,0
2393841147,MACHER INTEGRATED TECHNOLOGIES,(239) 384-1147,,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2393944700,SAN MARCO ELECTRIC,(239) 394-4700,,marco island,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2393945121,CONDEE COOLING & ELECTRIC INC.,(239) 394-5121,condee.com,reet marco island,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2393945985,CASAGRANDE ELECTRIC INC,(239) 394-5985,casagrandeelectric.com,e elkcam circle marco island,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2394043997,"LINK33, LLC",(239) 404-3997,,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2394045195,"GENTECH & HOME WATCH SERVICES, LLC",(239) 404-5195,,es,FL,Generac,1,29.0,BRONZE,0.0,60.0,25,0.0,False,1,1,False,0
2394046729,TRIPLE A ELECTRIC,(239) 404-6729,,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2394207707,S.E. BATES ELECTRIC INC.,(239) 420-7707,se.bates-electric.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2394944881,FUSION ELECTRIC & ENGINEERING LLC,(239) 494-4881,fusionelectricfl.com,es,FL,Generac,1,7.0,BRONZE,0.0,0.0,25,25.0,False,1,1,False,0
2394948108,AQUA CUSTOM HOMES LLC,(239) 494-8108,aquacustomhomes.com,w elkcam cir marco island,FL,Generac,1,21.0,BRONZE,0.0,40.0,25,0.0,False,1,1,False,0
2394955988,"STILWELL SOLAR,  LLC",(239) 495-5988,stilwellsolar.com,ero,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2394983131,AFC ELECTRIC INC,(239) 498-3131,afcelectric.com,bonita springs,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2395661769,WEST COAST GENERATORS,(239) 566-1769,westcoastgenerators.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
2395949871,COOL TODAY,(239) 594-9871,cooltoday.com,es,FL,Generac,1,5.0,BRONZE,0.0,0.0,25,0.0,False,1,1,False,0
