Contractor Name,Phone,Domain,ICP Fit Score,ICP Tier,Resimercial Score,O&M Score,Multi-OEM Score,MEP+R Score,OEM Count,OEM Sources,oem_count_verified,is_multi_oem,LicenseNo,BusinessName,MailingAddress,City_license,County,ZIPCode,BusinessPhone,Classifications(s),PrimaryStatus,ExpirationDate,phone_normalized,has_ca,state_ca,has_tx,name,license_number,oem_source,icp_score,tier,state_count,state_list,multi_state_bonus,OEM Count_oem_master,OEM Sources_oem_master,is_multi_oem_oem_master,oem_count_verified_oem_master,multi_oem_score,resimercial_score,om_score,mepr_score
,,,,,,,,,0,,0,False,,,,,,,,,,,(210) 708-3954,False,,True,ESQUIVEL ELECTRICAL & LIGHTING LLC,37930.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(210) 857-0899,False,,True,"CITYWIDE ELECTRIC, LLC",28247.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(210) 862-9189,False,,True,BLACKBELT COMPANY,23539.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(210) 888-9506,False,,True,CHAMPION AC LLC,34080.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(210) 924-3434,False,,True,POWER SOURCE ELECTRIC,18742.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(210) 934-1314,False,,True,"CURRENT POWER TECH- HOUSTON, LLC",38660.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(210) 985-0150,False,,True,GENERATOR SUPER CENTER-SAN ANTONIO,37130.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 252-0692,False,,True,MARTIN & MARTIN DESIGN ELECTRIC LLC,35291.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 319-6900,False,,True,"ZUBRAS ELECTRIC, INC.",17356.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 328-8797,False,,True,"SMITH ELECTRIC & SIGNS, LLC",26129.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 387-7878,False,,True,RESILIENT POWER,39611.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 391-0040,False,,True,EXCELL ELECTRIC,22899.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 402-5454,False,,True,"TRIBECA PLUMBING, INC.",39539.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 551-9484,False,,True,TREMMEL ELECTRIC,24304.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 613-1000,False,,True,ADIS ELECTRIC LLC,26917.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 631-4820,False,,True,"CSG COMPANIES, LLC",39363.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 679-5458,False,,True,ELECTRIC DISTRIBUTION & DESIGN SYST,31359.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 681-4761,False,,True,MIDWAY ELECTRICAL GROUP LLC,39741.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 803-7207,False,,True,R SQUARED ELECTRIC LLC,30463.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 838-7157,False,,True,ALTERNATIVE HOME ENERGY/MAINT LLC,36989.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 884-8227,False,,True,G. O. ELECTRICAL LLC,34744.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 908-1129,False,,True,PREMIER POWER AND LIGHTING LLC,36048.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 908-1605,False,,True,LUX ELECTRIC LLC,36154.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 945-0790,False,,True,TRUSERV ENERGY SOLUTIONS,1377.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 945-2525,False,,True,PREMIER GENERATORS OF TEXAS LLC,37068.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(214) 956-5820,False,,True,"TEXADIA HOME TECHNOLOGIES, LLC",36724.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 242-2471,False,,True,ASPIRE SALES & ELECTRICAL SERV. LLC,25185.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 245-5970,False,,True,"TIPCO A/C & ELECTRICAL, LLC",32208.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 251-6100,False,,True,"GENERATOR SUPERCENTER, INC",26130.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 332-7561,False,,True,"PANTHER ELECTRIC, INC.",26609.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 332-9555,False,,True,WEEKS SERVICE CO,17036.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 414-8416,False,,True,RELIABLE ELECTRIC,30839.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 499-5333,False,,True,"A. FULLER ELECTRIC, INC",19989.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 648-2177,False,,True,STORM GUARDIAN GENERATORS,29470.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 797-1997,False,,True,PCI ELECTRICAL,30544.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 854-8714,False,,True,TEX-PRO ELECTRICAL LLC,36155.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 880-8805,False,,True,ROBERT MONROE INTERESTS LLC.,35682.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 895-3685,False,,True,DOB ELECTRIC LLC,34018.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(281) 997-2512,False,,True,ASSURANCE ELECTRIC LLC,26545.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(323) 577-6795,False,,True,Treehouse,38321.0,Tesla,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(325) 248-9091,False,,True,LAVALLEY HOME SERVICES LLC,40227.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(336) 448-4000,False,,True,"CANTER POWER SYSTEMS, LLC",33979.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(346) 425-0650,False,,True,NIVO SOLAR LLC,40396.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(346) 443-1681,False,,True,PARTICLE PRO ELECTRIC LLC,36847.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(346) 773-4920,False,,True,DM ELECTRICAL AND CONSTRUCTION LLC,30363.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(361) 548-4997,False,,True,TRUE TX ELECTRIC LLC,38750.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(409) 739-3891,False,,True,THE SHOCK DOC ELECTRICAL SRVCS LLC,35194.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(469) 581-0008,False,,True,Texas Solar Professional LLC,35727.0,Tesla,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(469) 734-4744,False,,True,"JH ELECTRIC, LLC",40606.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 206-3188,False,,True,MEND SERVICES,35517.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 238-2058,False,,True,HONEST PLUMBING AND AIR,39562.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 251-2247,False,,True,AUSTIN GENERATOR SERVICE,29729.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 301-9111,False,,True,MALLORY ENTERPRISES INC,20588.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 371-1888,False,,True,BLUE DIAMOND M.E.P.,33694.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 387-4232,False,,True,NOMIC POWER SOLUTIONS,39308.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 444-9700,False,,True,A.C. ELECTRIC LLC,20902.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 461-2077,False,,True,"GENTEX GENERATORS, LLC",24831.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 497-2680,False,,True,SPARK ELECTRICAL SERVICES LLC,38400.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 518-3791,False,,True,"AMPOLOGY ELECTRICAL SERVICES, LLC",29870.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 548-6635,False,,True,HOLESHOT ELECTRIC LLC,37447.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 573-0777,False,,True,AC DC ELECTRICAL SERVICES INC,34147.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 599-4061,False,,True,"DUVALL ELECTRIC, INC.",20485.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 614-0226,False,,True,"JM ENGINEERING, LLC",31295.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 652-8463,False,,True,"RPE ENTERPRISES, LLC",19901.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 663-7134,False,,True,JTX ELECTRICAL LLC,37015.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 698-2404,False,,True,BEAR ELECTRIC LLC,34992.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 765-4101,False,,True,GENERATOR SUPERCENTER OF AUSTIN,34892.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 766-4556,False,,True,DKD ENERGY,32463.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 769-5005,False,,True,"JAMES BLEND SERVICES, LLC",38698.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 829-8219,False,,True,"PURCELL ELECTRIC, INC.",25468.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 837-9500,False,,True,"ABC HOME & COMMERCIAL SERVICES, INC",1300.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 905-9727,False,,True,HUTTO ELECTRICAL SERVICES LLC,34653.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 923-9354,False,,True,LT ELECTRIC,36262.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 930-0767,False,,True,"ALLIED ELECTRIC SERVICES, INC.",21659.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 949-0173,False,,True,"WESTCO ELECTRICAL SERVICES, LLC",36148.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(512) 993-6584,False,,True,DYKES ELECTRIC,37189.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(619) 760-6260,False,,True,VETERAN ELECTRICAL LLC,35450.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(682) 229-4590,False,,True,FLYIN R ELECTRIC,24572.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(682) 478-6088,False,,True,EPIC INDUSTRIES,33192.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(682) 626-5311,False,,True,"CANO ELECTRIC, INC.",26346.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(682) 718-4741,False,,True,SOLARUGREEN CORPORATION,36710.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 294-2151,False,,True,TMCO/TEMPERATURE MAINTENANCE CO INC,27372.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 355-7816,False,,True,VOLTEX ELECTRIC AND GENERATOR LLC,31679.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 466-7426,False,,True,MORGAN AIR SERVICES LLC MORGAN PRO SERVI,33752.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 467-1125,False,,True,GENERATORS BY WIRED,22809.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 526-1491,False,,True,"VILLAGE PLUMBING, AIR AND ELECTRIC",39310.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 594-1967,False,,True,VENARI ELECTRIC LLC,39226.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 647-6767,False,,True,"FACILITIES ELECTRIC, INC",17881.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 721-4669,False,,True,TEXAS ELECTRICAL RESI CONTRS LLC,25383.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 777-7777,False,,True,ARS OF HOUSTON,19006.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 812-7285,False,,True,GENERATORS OF HOUSTON,32828.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 828-9657,False,,True,ESA SYSTEMS LLC,34150.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 830-3280,False,,True,A & A GENPRO INC.,27430.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 849-4427,False,,True,COLWELL ELECTRIC,17352.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 895-9606,False,,True,PRINCIPAL ELECTRICAL CONTRACTOR LLC,29344.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 900-9140,False,,True,"PATRIOT SERVICES ELECTRIC, LLC",37798.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 929-9454,False,,True,STARLIGHT SOLAR,35983.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(713) 999-1890,False,,True,UNITY ELECTRICAL SERVICES LLC,32730.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(737) 240-3344,False,,True,EPX GROUP LLC,40401.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(737) 263-5823,False,,True,POWERMEANS ELECT CONTRACTING INC,37937.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(800) 698-6627,False,,True,NRG Clean Power Inc.,34328.0,Tesla,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(801) 614-0606,False,,True,"ES Solar, LLC",36943.0,Tesla,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 266-2146,False,,True,SAVIOR ELECTRIC  LLC,30705.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 308-2002,False,,True,HARWAY ELECTRIC,32515.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 319-6103,False,,True,THE OSCAR W. LARSON COMPANY,20921.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 367-2473,False,,True,AIRE SERV OF FORT WORTH,40036.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 478-8869,False,,True,PRUITT ELECTRIC CO OF ARLINGTON INC,17071.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 523-5353,False,,True,WILLIAMS ELECTRIC & HVAC,26220.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 625-0880,False,,True,CIRCLE A ELECTRIC INC.,17781.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 661-1500,False,,True,GENERATOR SUPERCENTER WEATHERFORD,38511.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 682-3455,False,,True,DODSON ELECTRIC & CONSTRUCTION LLC,31266.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 831-2531,False,,True,HARTER ELECTRIC SERVICE INC,23122.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 838-8787,False,,True,GELDARD TECHNOLOGIES LLC,30421.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 845-2247,False,,True,EVANS ELECTRIC LLC,23954.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 847-7111,False,,True,CROSS ELECTRIC LLC,26929.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 862-9856,False,,True,BREEZE MECHANICAL LLC,34012.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 888-8880,False,,True,TEAM ENOCH,31529.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 900-2714,False,,True,NORTH TEXAS GENERATORS LLC,36828.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 903-2482,False,,True,"ECHO ELECTRICAL SERVICES, INC",24698.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 907-8797,False,,True,INLAND MARINE ELECTRICAL SERVICES,33767.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 945-2011,False,,True,Circle L Solar,32697.0,Tesla,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(817) 984-3600,False,,True,GENERATOR AUTHORITY,33662.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 217-9126,False,,True,ICON POWER SOLUTIONS LLC,35536.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 256-1570,False,,True,O T ELECTRIC LLC,29082.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 309-2398,False,,True,TEXAS ELITE GENERATORS,33404.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 363-3221,False,,True,"SUGAR LAND ELECTRIC, LLC",20310.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 448-0478,False,,True,"POWER SOLUTIONS SPECIALIST, LLC",37931.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 467-8800,False,,True,EXTREME POWER SERVICES,22864.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 470-3507,False,,True,RUIZ ELECTRICAL SERVICES LLC,29835.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 580-9613,False,,True,DEFINITE ELECTRIC LLC,30500.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 650-0601,False,,True,"BIG STAR ELECTRICAL, LLC",35919.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 816-3061,False,,True,SIVLEY AND SON'S ELECTRIC,33971.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(832) 913-9261,False,,True,CARRIERE HVAC-ELECTRIC INC,35250.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(855) 747-3769,False,,True,RISE POWER LLC,33493.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(888) 777-3766,False,,True,Icon Power,35350.0,Tesla,,BRONZE,1,TX,0,,,,,0,,,
,,,,,,,,,0,,0,False,,,,,,,,,,,(903) 440-2302,False,,True,CALLAHAN ELECTRIC LLC,38695.0,Generac,,BRONZE,1,TX,0,,,,,0,,,
